,caseID,taskID,originator,eventtype,contact,RepairType,objectKey,RepairInternally,EstimatedRepairTime,RepairCode,RepairOK,date,time
7498,976,Survey,Eric,start,,,,,,,,1970-01-06,4:15
7499,164,MakeTicket,Dian,start,,,,,,,,1970-01-08,0:04
7500,566,ArrangeSurvey,Dian,start,,,,,,,,1970-01-04,8:56
7501,280,ArrangeSurvey,Monica,complete,,,,,,,,1970-01-06,0:32
7502,224,InternRepair,Cindy,complete,,,,,,,,1970-01-07,11:14
7503,863,TicketReady,System,complete,,,,,,,,1970-01-12,0:21
7504,537,Survey,Eric,start,,,,,,,,1970-01-08,4:06
7505,657,RepairReady,System,complete,,,,,,,True,1970-01-16,17:49
7506,254,Survey,Barbara,start,,,,,,,,1970-01-10,4:37
7507,125,Survey,Anne,start,,,,,,,,1970-01-09,17:14
7508,545,RepairReady,System,complete,,,,,,,True,1970-01-14,7:28
7509,258,ArrangeSurvey,Monica,complete,,,,,,,,1970-01-02,9:05
7510,670,MakeTicket,Dian,complete,,E,5815.0,,,,,1970-01-04,19:21
7511,593,MakeTicket,Dian,start,,,,,,,,1970-01-04,19:56
7512,851,MakeTicket,Monica,start,,,,,,,,1970-01-07,16:33
7513,365,InternRepair,Paul,start,,,,,,,,1970-01-18,18:19
7514,598,InternRepair,Eric,complete,,,,,,,,1970-01-07,7:05
7515,590,TicketReady,System,complete,,,,,,,,1970-01-13,15:31
7516,633,ImmediateRepair,Anne,start,,,,,,,,1970-01-11,23:35
7517,973,InformClientSurvey,System,complete,,,,,,,,1970-01-06,12:13
7518,594,TicketReady,System,complete,,,,,,,,1970-01-05,21:58
7519,137,FirstContact,Monica,complete,Letter,,,,,,,1970-01-06,15:19
7520,860,ArrangeSurvey,Monica,start,,,,,,,,1970-01-05,19:52
7521,228,RepairReady,System,complete,,,,,,,True,1970-01-01,21:17
7522,314,TicketReady,System,complete,,,,,,,,1970-01-07,2:29
7523,194,ImmediateRepair,Anne,start,,,,,,,,1970-01-11,10:38
7524,821,RepairReady,System,complete,,,,,,,True,1970-01-09,16:34
7525,459,InternRepair,Cindy,start,,,,,,,,1970-01-05,12:57
7526,278,Survey,Edd,complete,,,,True,240.0,1.0,,1970-01-05,22:02
7527,429,MakeTicket,Monica,start,,,,,,,,1970-01-08,1:54
7528,3,MakeTicket,Dian,complete,,E,3844.0,,,,,1970-01-03,1:10
7529,131,SendTicketToFinAdmin,System,complete,,,,,,,,1970-01-02,5:12
7530,869,MakeTicket,Monica,start,,,,,,,,1970-01-04,12:02
7531,969,FirstContact,Dian,complete,Letter,,,,,,,1970-01-03,15:17
7532,649,TicketReady,System,complete,,,,,,,,1970-01-02,22:23
7533,554,RepairReady,System,complete,,,,,,,True,1970-01-07,8:43
7534,496,Survey,Anne,complete,,,,True,120.0,1.0,,1970-01-07,15:54
7535,497,ArrangeSurvey,Monica,start,,,,,,,,1970-01-02,13:19
7536,441,RepairReady,System,complete,,,,,,,True,1970-01-15,1:12
7537,749,ArrangeSurvey,Monica,start,,,,,,,,1970-01-02,4:57
7538,107,Survey,Lex,start,,,,,,,,1970-01-02,3:39
7539,882,Survey,John,complete,,,,True,240.0,1.0,,1970-01-12,1:41
7540,432,SendTicketToFinAdmin,System,complete,,,,,,,,1970-01-11,19:22
7541,713,InternRepair,Edd,complete,,,,,,,,1970-01-17,19:27
7542,553,InternRepair,John,start,,,,,,,,1970-01-14,6:07
7543,972,MakeTicket,Monica,complete,,P,9489.0,,,,,1970-01-07,15:34
7544,691,ReadyInformClient,System,complete,,,,,,,True,1970-01-14,17:08
7545,504,MakeTicket,Monica,start,,,,,,,,1970-01-07,4:51
7546,392,InformClientWrongPlace,Monica,complete,,,,,,,,1970-01-03,9:30
7547,169,SendTicketToFinAdmin,System,complete,,,,,,,,1970-01-05,4:16
7548,140,Survey,Anne,start,,,,,,,,1970-01-14,2:09
7549,16,ArrangeSurvey,Dian,start,,,,,,,,1970-01-08,3:57
7550,66,ImmediateRepair,Anne,complete,,,,,,,,1970-01-08,13:41
7551,282,RepairReady,System,complete,,,,,,,True,1970-01-11,2:26
7552,980,FirstContact,Dian,complete,Web,,,,,,,1970-01-06,22:37
7553,420,ArrangeSurvey,Monica,start,,,,,,,,1970-01-02,4:36
7554,423,Survey,John,complete,,,,True,240.0,1.0,,1970-01-11,11:43
7555,795,ArrangeSurvey,Dian,complete,,,,,,,,1970-01-01,12:08
7556,677,MakeTicket,Dian,complete,,P,9856.0,,,,,1970-01-07,22:47
7557,701,SendTicketToFinAdmin,System,complete,,,,,,,,1970-01-05,10:51
7558,888,ReadyInformClient,System,complete,,,,,,,True,1970-01-04,6:40
7559,870,Survey,Jacky,start,,,,,,,,1970-01-14,9:56
7560,995,MakeTicket,Monica,start,,,,,,,,1970-01-08,3:59
7561,84,InternRepair,Paul,start,,,,,,,,1970-01-08,12:49
7562,964,ReadyInformClient,System,complete,,,,,,,True,1970-01-15,0:23
7563,523,MakeTicket,Dian,complete,,E,3856.0,,,,,1970-01-03,19:01
7564,70,InformClientSurvey,System,complete,,,,,,,,1970-01-05,5:23
7565,515,RepairReady,System,complete,,,,,,,True,1970-01-07,10:34
7566,965,Survey,Anne,complete,,,,True,120.0,3.0,,1970-01-13,10:33
7567,952,ArrangeSurvey,Dian,complete,,,,,,,,1970-01-02,11:02
7568,849,ReadyInformClient,System,complete,,,,,,,True,1970-01-07,4:16
7569,422,SendTicketToFinAdmin,System,complete,,,,,,,,1970-01-13,16:55
7570,920,MakeTicket,Monica,complete,,E,1921.0,,,,,1970-01-03,12:31
7571,981,Survey,Anne,complete,,,,True,120.0,1.0,,1970-01-02,10:16
7572,753,InternRepair,Cindy,start,,,,,,,,1970-01-14,14:28
7573,908,InternRepair,Edd,start,,,,,,,,1970-01-02,16:19
7574,630,MakeTicket,Dian,start,,,,,,,,1970-01-03,15:24
7575,426,MakeTicket,Monica,complete,,E,7029.0,,,,,1970-01-07,17:20
7576,137,InformClientSurvey,System,complete,,,,,,,,1970-01-06,18:30
7577,677,ArrangeSurvey,Dian,start,,,,,,,,1970-01-07,22:47
7578,26,FirstContact,Monica,complete,Web,,,,,,,1970-01-01,14:36
7579,68,Survey,Jacky,complete,,,,True,120.0,1.0,,1970-01-07,18:31
7580,996,MakeTicket,Monica,start,,,,,,,,1970-01-01,18:08
7581,114,InformClientSurvey,System,complete,,,,,,,,1970-01-07,7:10
7582,352,InternRepair,Edd,start,,,,,,,,1970-01-01,10:54
7583,476,Survey,Jacky,start,,,,,,,,1970-01-01,22:47
7584,734,Survey,Cindy,complete,,,,True,240.0,1.0,,1970-01-10,0:16
7585,391,InformClientSurvey,System,complete,,,,,,,,1970-01-06,15:24
7586,364,Survey,Anne,complete,,,,True,120.0,1.0,,1970-01-06,17:28
7587,109,FirstContact,Dian,complete,Personal,,,,,,,1970-01-07,7:38
7588,568,InternRepair,John,start,,,,,,,,1970-01-09,5:16
7589,476,MakeTicket,Dian,start,,,,,,,,1970-01-01,20:04
7590,620,Survey,John,complete,,,,True,240.0,1.0,,1970-01-07,22:25
7591,653,RepairReady,System,complete,,,,,,,True,1970-01-01,23:16
7592,173,ImmediateRepair,Jacky,complete,,,,,,,,1970-01-09,1:49
7593,398,TicketReady,System,complete,,,,,,,,1970-01-20,4:40
7594,606,ReadyInformClient,System,complete,,,,,,,True,1970-01-08,14:28
7595,164,ArrangeSurvey,Dian,start,,,,,,,,1970-01-08,0:07
7596,42,Survey,Barbara,complete,,,,True,120.0,1.0,,1970-01-01,15:34
7597,330,ImmediateRepair,Anne,complete,,,,,,,,1970-01-05,18:05
7598,313,ImmediateRepair,Anne,complete,,,,,,,,1970-01-02,23:23
7599,972,TicketReady,System,complete,,,,,,,,1970-01-12,8:41
7600,237,TicketReady,System,complete,,,,,,,,1970-01-14,14:31
7601,776,InternRepair,Eric,start,,,,,,,,1970-01-03,14:06
7602,553,ReadyInformClient,System,complete,,,,,,,True,1970-01-14,14:02
7603,231,TicketReady,System,complete,,,,,,,,1970-01-07,13:23
7604,298,ExternRepair,DoIt,start,,,,,,,,1970-01-08,4:31
7605,598,MakeTicket,Dian,start,,,,,,,,1970-01-07,0:27
7606,239,ImmediateRepair,Anne,start,,,,,,,,1970-01-04,23:06
7607,304,Survey,Anne,start,,,,,,,,1970-01-14,10:58
7608,982,ArrangeSurvey,Monica,start,,,,,,,,1970-01-08,0:24
7609,755,RepairReady,System,complete,,,,,,,True,1970-01-11,16:24
7610,583,TicketReady,System,complete,,,,,,,,1970-01-03,7:33
7611,174,SendTicketToFinAdmin,System,complete,,,,,,,,1970-01-08,0:42
7612,175,FirstContact,Monica,complete,Letter,,,,,,,1970-01-08,3:17
7613,390,SendTicketToFinAdmin,System,complete,,,,,,,,1970-01-13,13:43
7614,421,RepairReady,System,complete,,,,,,,True,1970-01-02,10:26
7615,916,ImmediateRepair,Anne,start,,,,,,,,1970-01-04,15:15
7616,811,SendTicketToFinAdmin,System,complete,,,,,,,,1970-01-12,16:09
7617,177,ArrangeSurvey,Monica,complete,,,,,,,,1970-01-05,17:06
7618,68,TicketReady,System,complete,,,,,,,,1970-01-07,23:51
7619,958,Survey,John,complete,,,,True,240.0,1.0,,1970-01-06,6:16
7620,479,SendTicketToFinAdmin,System,complete,,,,,,,,1970-01-02,17:25
7621,406,ArrangeSurvey,Monica,start,,,,,,,,1970-01-06,4:54
7622,315,InternRepair,Anne,complete,,,,,,,,1970-01-11,3:26
7623,3,InternRepair,Paul,start,,,,,,,,1970-01-06,19:50
7624,473,TicketReady,System,complete,,,,,,,,1970-01-08,7:10
7625,625,TicketReady,System,complete,,,,,,,,1970-01-08,8:51
7626,380,TicketReady,System,complete,,,,,,,,1970-01-07,8:36
7627,181,MakeTicket,Dian,complete,,E,6690.0,,,,,1970-01-05,4:42
7628,178,ReadyInformClient,System,complete,,,,,,,True,1970-01-02,10:02
7629,728,FirstContact,Monica,complete,Personal,,,,,,,1970-01-02,1:54
7630,685,Survey,Anne,start,,,,,,,,1970-01-02,23:23
7631,858,InformClientSurvey,System,complete,,,,,,,,1970-01-04,10:15
7632,852,ReadyInformClient,System,complete,,,,,,,True,1970-01-18,13:50
7633,339,ImmediateRepair,Lex,complete,,,,,,,,1970-01-04,3:13
7634,38,ArrangeSurvey,Dian,start,,,,,,,,1970-01-02,4:32
7635,980,MakeTicket,Dian,complete,,E,5216.0,,,,,1970-01-06,22:41
7636,523,SendTicketToFinAdmin,System,complete,,,,,,,,1970-01-09,22:32
7637,518,ReadyInformClient,System,complete,,,,,,,True,1970-01-10,2:32
7638,273,ImmediateRepair,Jacky,start,,,,,,,,1970-01-11,21:53
7639,112,ReadyInformClient,System,complete,,,,,,,True,1970-01-12,4:14
7640,456,Survey,Anne,start,,,,,,,,1970-01-07,23:44
7641,259,ArrangeSurvey,Monica,complete,,,,,,,,1970-01-03,13:11
7642,174,TicketReady,System,complete,,,,,,,,1970-01-08,0:42
7643,474,InformClientSurvey,System,complete,,,,,,,,1970-01-04,20:04
7644,700,Survey,Barbara,start,,,,,,,,1970-01-08,9:45
7645,601,Survey,Anne,start,,,,,,,,1970-01-11,22:27
7646,104,Survey,Anne,complete,,,,True,120.0,1.0,,1970-01-05,1:47
7647,481,MakeTicket,Dian,complete,,P,7450.0,,,,,1970-01-04,4:54
7648,350,RepairReady,System,complete,,,,,,,True,1970-01-11,21:00
7649,954,InternRepair,Paul,complete,,,,,,,,1970-01-14,1:19
7650,398,Survey,Cindy,start,,,,,,,,1970-01-14,13:05
7651,594,RepairReady,System,complete,,,,,,,True,1970-01-05,15:25
7652,767,MakeTicket,Monica,complete,,P,8847.0,,,,,1970-01-05,19:30
7653,907,FirstContact,Monica,complete,Phone,,,,,,,1970-01-02,23:36
7654,219,Survey,Edd,complete,,,,True,240.0,1.0,,1970-01-05,1:12
7655,277,RepairReady,System,complete,,,,,,,True,1970-01-10,1:15
7656,577,Survey,Barbara,start,,,,,,,,1970-01-14,3:28
7657,262,ArrangeSurvey,Monica,complete,,,,,,,,1970-01-03,6:20
7658,877,RepairReady,System,complete,,,,,,,True,1970-01-02,5:15
7659,839,RepairReady,System,complete,,,,,,,True,1970-01-02,16:02
7660,685,MakeTicket,Monica,complete,,P,6500.0,,,,,1970-01-02,22:06
7661,556,SendTicketToFinAdmin,System,complete,,,,,,,,1970-01-01,19:08
7662,999,TicketReady,System,complete,,,,,,,,1970-01-07,16:25
7663,884,ArrangeSurvey,Dian,start,,,,,,,,1970-01-05,19:02
7664,189,ReadyInformClient,System,complete,,,,,,,True,1970-01-13,20:10
7665,488,TicketReady,System,complete,,,,,,,,1970-01-03,21:52
7666,327,RepairReady,System,complete,,,,,,,True,1970-01-03,9:20
7667,957,ArrangeSurvey,Monica,complete,,,,,,,,1970-01-07,9:26
7668,999,ArrangeSurvey,Monica,start,,,,,,,,1970-01-07,4:48
7669,89,SendTicketToFinAdmin,System,complete,,,,,,,,1970-01-03,23:47
7670,459,MakeTicket,Dian,complete,,E,9848.0,,,,,1970-01-03,11:49
7671,606,MakeTicket,Monica,start,,,,,,,,1970-01-07,19:06
7672,852,MakeTicket,Dian,complete,,E,4508.0,,,,,1970-01-03,15:12
7673,798,SendTicketToFinAdmin,System,complete,,,,,,,,1970-01-13,11:01
7674,587,TicketReady,System,complete,,,,,,,,1970-01-02,2:07
7675,249,InformClientSurvey,System,complete,,,,,,,,1970-01-03,22:13
7676,828,InformClientSurvey,System,complete,,,,,,,,1970-01-03,12:50
7677,497,RepairReady,System,complete,,,,,,,True,1970-01-15,7:58
7678,145,FirstContact,Dian,complete,Phone,,,,,,,1970-01-02,9:40
7679,326,ArrangeSurvey,Dian,start,,,,,,,,1970-01-07,1:55
7680,792,FirstContact,Monica,complete,Web,,,,,,,1970-01-04,21:25
7681,282,MakeTicket,Monica,start,,,,,,,,1970-01-01,16:03
7682,5,MakeTicket,Monica,start,,,,,,,,1970-01-07,20:41
7683,324,Survey,Jacky,complete,,,,True,240.0,2.0,,1970-01-12,16:45
7684,800,SendTicketToFinAdmin,System,complete,,,,,,,,1970-01-02,11:44
7685,414,TicketReady,System,complete,,,,,,,,1970-01-12,23:24
7686,891,Survey,Jacky,start,,,,,,,,1970-01-04,5:40
7687,972,MakeTicket,Monica,start,,,,,,,,1970-01-07,15:30
7688,383,MakeTicket,Monica,start,,,,,,,,1970-01-05,4:54
7689,955,InformClientSurvey,System,complete,,,,,,,,1970-01-08,4:12
7690,777,TicketReady,System,complete,,,,,,,,1970-01-15,19:37
7691,231,MakeTicket,Monica,complete,,E,8594.0,,,,,1970-01-05,3:09
7692,612,MakeTicket,Dian,complete,,P,3559.0,,,,,1970-01-04,23:50
7693,195,ArrangeSurvey,Dian,complete,,,,,,,,1970-01-07,11:12
7694,972,FirstContact,Monica,complete,Web,,,,,,,1970-01-07,15:30
7695,262,ReadyInformClient,System,complete,,,,,,,True,1970-01-12,10:49
7696,846,SendTicketToFinAdmin,System,complete,,,,,,,,1970-01-03,19:59
7697,255,FirstContact,Dian,complete,Letter,,,,,,,1970-01-02,19:31
7698,762,FirstContact,Monica,complete,Phone,,,,,,,1970-01-03,11:47
7699,632,TicketReady,System,complete,,,,,,,,1970-01-03,19:23
7700,130,ArrangeSurvey,Monica,start,,,,,,,,1970-01-06,11:11
7701,928,MakeTicket,Monica,complete,,P,7116.0,,,,,1970-01-03,22:22
7702,117,RepairReady,System,complete,,,,,,,True,1970-01-04,3:02
7703,525,ReadyInformClient,System,complete,,,,,,,True,1970-01-15,22:14
7704,964,ArrangeSurvey,Dian,start,,,,,,,,1970-01-07,21:42
7705,169,ArrangeSurvey,Dian,start,,,,,,,,1970-01-04,15:07
7706,776,InternRepair,Eric,complete,,,,,,,,1970-01-03,19:42
7707,584,InternRepair,John,start,,,,,,,,1970-01-11,2:21
7708,421,MakeTicket,Dian,start,,,,,,,,1970-01-02,5:36
7709,386,ReadyInformClient,System,complete,,,,,,,True,1970-01-15,12:49
7710,318,InternRepair,Edd,complete,,,,,,,,1970-01-07,6:26
7711,285,ArrangeSurvey,Dian,complete,,,,,,,,1970-01-04,2:37
7712,382,RepairReady,System,complete,,,,,,,True,1970-01-02,22:38
7713,726,Survey,Edd,complete,,,,True,220.0,2.0,,1970-01-12,2:51
7714,73,Survey,Cindy,start,,,,,,,,1970-01-13,17:52
7715,847,SendTicketToFinAdmin,System,complete,,,,,,,,1970-01-11,9:41
7716,810,Survey,Jacky,complete,,,,False,360.0,4.0,,1970-01-12,5:56
7717,391,TicketReady,System,complete,,,,,,,,1970-01-08,0:21
7718,574,SendTicketToFinAdmin,System,complete,,,,,,,,1970-01-02,3:19
7719,358,ExternRepair,DoIt,start,,,,,,,,1970-01-12,12:56
7720,54,MakeTicket,Dian,complete,,E,7827.0,,,,,1970-01-01,13:25
7721,416,MakeTicket,Dian,complete,,E,1949.0,,,,,1970-01-02,10:01
7722,345,InformClientSurvey,System,complete,,,,,,,,1970-01-05,1:42
7723,712,SendTicketToFinAdmin,System,complete,,,,,,,,1970-01-07,3:06
7724,524,Survey,Cindy,start,,,,,,,,1970-01-14,23:08
7725,683,Survey,Barbara,complete,,,,False,360.0,4.0,,1970-01-13,12:34
7726,564,MakeTicket,Monica,complete,,E,6108.0,,,,,1970-01-04,2:28
7727,46,ArrangeSurvey,Monica,complete,,,,,,,,1970-01-05,15:02
7728,738,FirstContact,Dian,complete,Web,,,,,,,1970-01-08,1:19
7729,875,TicketReady,System,complete,,,,,,,,1970-01-13,11:39
7730,537,TicketReady,System,complete,,,,,,,,1970-01-08,15:31
7731,730,MakeTicket,Monica,start,,,,,,,,1970-01-03,16:32
7732,463,ArrangeSurvey,Monica,start,,,,,,,,1970-01-02,15:33
7733,426,Survey,Paul,complete,,,,True,240.0,1.0,,1970-01-09,12:24
7734,543,SendTicketToFinAdmin,System,complete,,,,,,,,1970-01-05,12:10
7735,462,ArrangeSurvey,Monica,start,,,,,,,,1970-01-06,5:04
7736,973,ReadyInformClient,System,complete,,,,,,,True,1970-01-12,0:25
7737,445,Survey,Anne,start,,,,,,,,1970-01-04,11:38
7738,666,InformClientSurvey,System,complete,,,,,,,,1970-01-06,12:22
7739,175,ImmediateRepair,Anne,complete,,,,,,,,1970-01-11,8:00
7740,56,InternRepair,Paul,start,,,,,,,,1970-01-09,23:04
7741,31,MakeTicket,Monica,complete,,P,6411.0,,,,,1970-01-02,12:07
7742,304,MakeTicket,Dian,start,,,,,,,,1970-01-06,18:59
7743,334,InformClientSurvey,System,complete,,,,,,,,1970-01-08,6:25
7744,920,TicketReady,System,complete,,,,,,,,1970-01-11,9:04
7745,920,Survey,Cindy,start,,,,,,,,1970-01-10,1:35
7746,564,InternRepair,Paul,start,,,,,,,,1970-01-10,5:11
7747,574,InternRepair,Cindy,complete,,,,,,,,1970-01-01,15:38
7748,557,ArrangeSurvey,Monica,start,,,,,,,,1970-01-05,22:34
7749,107,Survey,Lex,complete,,,,True,60.0,1.0,,1970-01-02,4:12
7750,136,ArrangeSurvey,Monica,complete,,,,,,,,1970-01-01,19:45
7751,616,Survey,Barbara,start,,,,,,,,1970-01-06,1:58
7752,426,RepairReady,System,complete,,,,,,,True,1970-01-13,3:39
7753,567,ArrangeSurvey,Dian,complete,,,,,,,,1970-01-05,21:04
7754,275,Survey,Barbara,complete,,,,True,120.0,1.0,,1970-01-11,10:46
7755,220,InternRepair,Paul,complete,,,,,,,,1970-01-15,22:11
7756,863,Survey,Anne,start,,,,,,,,1970-01-11,13:35
7757,924,MakeTicket,Dian,start,,,,,,,,1970-01-07,16:19
7758,287,MakeTicket,Dian,complete,,P,7614.0,,,,,1970-01-02,15:36
7759,661,MakeTicket,Monica,start,,,,,,,,1970-01-06,11:15
7760,537,ArrangeSurvey,Dian,start,,,,,,,,1970-01-08,4:03
7761,651,ArrangeSurvey,Monica,start,,,,,,,,1970-01-04,9:58
7762,645,MakeTicket,Dian,start,,,,,,,,1970-01-05,0:32
7763,258,ReadyInformClient,System,complete,,,,,,,True,1970-01-17,10:11
7764,786,ArrangeSurvey,Monica,start,,,,,,,,1970-01-03,16:15
7765,84,ReadyInformClient,System,complete,,,,,,,True,1970-01-19,2:57
7766,481,ImmediateRepair,Barbara,complete,,,,,,,,1970-01-11,4:16
7767,894,Survey,Anne,start,,,,,,,,1970-01-06,4:28
7768,891,ArrangeSurvey,Dian,complete,,,,,,,,1970-01-03,23:33
7769,890,ArrangeSurvey,Monica,start,,,,,,,,1970-01-06,22:37
7770,421,ArrangeSurvey,Dian,complete,,,,,,,,1970-01-02,5:50
7771,449,ReadyInformClient,System,complete,,,,,,,True,1970-01-04,1:30
7772,286,MakeTicket,Monica,complete,,P,8683.0,,,,,1970-01-02,8:26
7773,715,InternRepair,Nick,complete,,,,,,,,1970-01-07,5:21
7774,486,ArrangeSurvey,Dian,start,,,,,,,,1970-01-04,11:45
7775,132,MakeTicket,Monica,complete,,P,9238.0,,,,,1970-01-05,9:59
7776,600,ReadyInformClient,System,complete,,,,,,,True,1970-01-06,8:10
7777,750,Survey,Edd,complete,,,,True,220.0,2.0,,1970-01-07,15:18
7778,39,ArrangeSurvey,Dian,complete,,,,,,,,1970-01-05,18:07
7779,516,Survey,Edd,complete,,,,True,240.0,1.0,,1970-01-11,7:09
7780,224,SendTicketToFinAdmin,System,complete,,,,,,,,1970-01-07,17:55
7781,909,InformClientSurvey,System,complete,,,,,,,,1970-01-02,0:49
7782,760,InformClientSurvey,System,complete,,,,,,,,1970-01-05,0:35
7783,924,ArrangeSurvey,Dian,start,,,,,,,,1970-01-07,16:24
7784,32,InformClientSurvey,System,complete,,,,,,,,1970-01-07,21:08
7785,15,,System,complete,,,,,,,,1970-01-05,9:26
7786,49,ArrangeSurvey,Dian,start,,,,,,,,1970-01-04,14:41
7787,352,Survey,Edd,start,,,,,,,,1970-01-01,9:59
7788,360,ReadyInformClient,System,complete,,,,,,,True,1970-01-13,16:58
7789,902,Survey,Anne,complete,,,,True,120.0,1.0,,1970-01-10,13:43
7790,998,TicketReady,System,complete,,,,,,,,1970-01-19,13:55
7791,87,ImmediateRepair,Barbara,start,,,,,,,,1970-01-12,8:58
7792,777,MakeTicket,Monica,start,,,,,,,,1970-01-08,2:12
7793,749,MakeTicket,Monica,complete,,B,6718.0,,,,,1970-01-02,4:57
7794,528,TicketReady,System,complete,,,,,,,,1970-01-02,17:47
7795,774,FirstContact,Monica,complete,Web,,,,,,,1970-01-04,14:15
7796,477,ImmediateRepair,Anne,complete,,,,,,,,1970-01-10,6:32
7797,34,MakeTicket,Dian,complete,,P,4884.0,,,,,1970-01-04,6:05
7798,463,ReadyInformClient,System,complete,,,,,,,True,1970-01-03,5:26
7799,156,InformClientWrongPlace,Monica,complete,,,,,,,,1970-01-01,23:58
7800,609,ImmediateRepair,Anne,start,,,,,,,,1970-01-06,14:54
7801,889,InternRepair,Ben,start,,,,,,,,1970-01-07,1:53
7802,602,FirstContact,Dian,complete,Web,,,,,,,1970-01-07,13:06
7803,21,Survey,Anne,complete,,,,True,120.0,1.0,,1970-01-04,1:48
7804,133,ImmediateRepair,Jacky,complete,,,,,,,,1970-01-04,16:47
7805,836,Survey,Anne,complete,,,,True,120.0,1.0,,1970-01-05,23:16
7806,494,Survey,Eric,start,,,,,,,,1970-01-02,22:30
7807,429,ArrangeSurvey,Monica,start,,,,,,,,1970-01-08,1:56
7808,629,ArrangeSurvey,Monica,complete,,,,,,,,1970-01-02,9:56
7809,746,ReadyInformClient,System,complete,,,,,,,True,1970-01-01,16:40
7810,990,MakeTicket,Dian,complete,,E,2258.0,,,,,1970-01-03,4:09
7811,985,ReadyInformClient,System,complete,,,,,,,True,1970-01-09,17:27
7812,888,MakeTicket,Monica,complete,,E,1596.0,,,,,1970-01-01,16:49
7813,724,RepairReady,System,complete,,,,,,,True,1970-01-05,0:54
7814,504,InformClientSurvey,System,complete,,,,,,,,1970-01-07,5:00
7815,761,MakeTicket,Monica,complete,,P,8980.0,,,,,1970-01-05,16:22
7816,155,Survey,Jacky,complete,,,,True,120.0,1.0,,1970-01-02,11:38
7817,948,FirstContact,Monica,complete,Phone,,,,,,,1970-01-07,10:16
7818,814,InformClientSurvey,System,complete,,,,,,,,1970-01-03,18:21
7819,906,ImmediateRepair,Jacky,complete,,,,,,,,1970-01-14,1:29
7820,100,Survey,Eric,complete,,,,False,480.0,4.0,,1970-01-01,23:43
7821,433,ReadyInformClient,System,complete,,,,,,,True,1970-01-04,10:45
7822,276,TicketReady,System,complete,,,,,,,,1970-01-04,12:05
7823,717,Survey,Cindy,start,,,,,,,,1970-01-14,8:02
7824,311,ArrangeSurvey,Monica,start,,,,,,,,1970-01-04,9:03
7825,475,ArrangeSurvey,Monica,complete,,,,,,,,1970-01-03,3:55
7826,387,RepairReady,System,complete,,,,,,,True,1970-01-10,15:18
7827,447,ArrangeSurvey,Monica,start,,,,,,,,1970-01-04,22:22
7828,482,TicketReady,System,complete,,,,,,,,1970-01-17,12:16
7829,758,InternRepair,Edd,start,,,,,,,,1970-01-17,8:15
7830,710,SendTicketToFinAdmin,System,complete,,,,,,,,1970-01-17,15:49
7831,248,ArrangeSurvey,Dian,complete,,,,,,,,1970-01-01,23:18
7832,551,ImmediateRepair,Jacky,start,,,,,,,,1970-01-10,7:59
7833,21,ArrangeSurvey,Monica,start,,,,,,,,1970-01-03,10:43
7834,634,TicketReady,System,complete,,,,,,,,1970-01-02,16:09
7835,554,TicketReady,System,complete,,,,,,,,1970-01-07,14:07
7836,517,TicketReady,System,complete,,,,,,,,1970-01-08,17:50
7837,653,InternRepair,Anne,start,,,,,,,,1970-01-01,19:16
7838,593,InternRepair,Lex,complete,,,,,,,,1970-01-05,1:29
7839,525,Survey,John,start,,,,,,,,1970-01-12,11:23
7840,434,TicketReady,System,complete,,,,,,,,1970-01-16,8:03
7841,199,MakeTicket,Monica,complete,,B,6568.0,,,,,1970-01-06,17:33
7842,894,InformClientSurvey,System,complete,,,,,,,,1970-01-02,0:43
7843,385,SendTicketToFinAdmin,System,complete,,,,,,,,1970-01-09,9:59
7844,116,ArrangeSurvey,Monica,start,,,,,,,,1970-01-02,17:38
7845,496,ArrangeSurvey,Dian,complete,,,,,,,,1970-01-03,12:40
7846,666,ArrangeSurvey,Monica,start,,,,,,,,1970-01-06,12:20
7847,184,InformClientSurvey,System,complete,,,,,,,,1970-01-07,2:15
7848,247,ArrangeSurvey,Dian,start,,,,,,,,1970-01-01,13:34
7849,843,ReadyInformClient,System,complete,,,,,,,True,1970-01-14,12:09
7850,367,RepairReady,System,complete,,,,,,,True,1970-01-05,15:50
7851,986,TicketReady,System,complete,,,,,,,,1970-01-08,6:24
7852,709,ArrangeSurvey,Dian,start,,,,,,,,1970-01-06,12:17
7853,288,RepairReady,System,complete,,,,,,,True,1970-01-16,14:35
7854,358,TicketReady,System,complete,,,,,,,,1970-01-13,1:16
7855,495,TicketReady,System,complete,,,,,,,,1970-01-06,4:52
7856,495,InformClientSurvey,System,complete,,,,,,,,1970-01-03,1:55
7857,593,RepairReady,System,complete,,,,,,,True,1970-01-05,5:05
7858,732,InformClientSurvey,System,complete,,,,,,,,1970-01-08,1:27
7859,267,ArrangeSurvey,Dian,complete,,,,,,,,1970-01-07,18:21
7860,17,RepairReady,System,complete,,,,,,,True,1970-01-04,7:04
7861,737,InternRepair,Cindy,complete,,,,,,,,1970-01-07,19:53
7862,830,MakeTicket,Dian,start,,,,,,,,1970-01-07,15:52
7863,557,ImmediateRepair,Anne,start,,,,,,,,1970-01-07,4:11
7864,340,ReadyInformClient,System,complete,,,,,,,True,1970-01-16,2:25
7865,974,Survey,Anne,start,,,,,,,,1970-01-03,4:56
7866,399,ImmediateRepair,Anne,complete,,,,,,,,1970-01-12,15:13
7867,762,ReadyInformClient,System,complete,,,,,,,True,1970-01-07,14:37
