caseID,taskID,originator,eventtype,contact,RepairType,objectKey,RepairInternally,EstimatedRepairTime,RepairCode,RepairOK,date,time
438,ArrangeSurvey,Dian,start,,,,,,,,1970-01-02,17:19
735,TicketReady,System,complete,,,,,,,,1970-01-06,20:54
285,ExternRepair,DoIt,start,,,,,,,,1970-01-08,1:31
843,RepairReady,System,complete,,,,,,,TRUE,1970-01-14,6:52
170,ReadyInformClient,System,complete,,,,,,,TRUE,1970-01-07,16:26
905,SendTicketToFinAdmin,System,complete,,,,,,,,1970-01-10,12:05
513,MakeTicket,Dian,complete,,P,5789,,,,,1970-01-02,8:56
307,ImmediateRepair,Jacky,complete,,,,,,,,1970-01-05,15:40
573,ArrangeSurvey,Dian,start,,,,,,,,1970-01-04,10:02
665,ReadyInformClient,System,complete,,,,,,,TRUE,1970-01-06,15:19
166,InformClientSurvey,System,complete,,,,,,,,1970-01-04,12:19
50,ReadyInformClient,System,complete,,,,,,,TRUE,1970-01-08,12:10
786,ImmediateRepair,Nick,start,,,,,,,,1970-01-03,16:57
960,ArrangeSurvey,Dian,complete,,,,,,,,1970-01-03,2:41
198,FirstContact,Dian,complete,Phone,,,,,,,1970-01-01,9:13
565,RepairReady,System,complete,,,,,,,TRUE,1970-01-04,12:38
693,RepairReady,System,complete,,,,,,,TRUE,1970-01-18,2:52
381,Survey,Anne,start,,,,,,,,1970-01-06,7:01
99,InformClientSurvey,System,complete,,,,,,,,1970-01-04,19:43
703,ReadyInformClient,System,complete,,,,,,,TRUE,1970-01-05,1:58
775,ArrangeSurvey,Dian,start,,,,,,,,1970-01-04,22:53
596,SendTicketToFinAdmin,System,complete,,,,,,,,1970-01-14,3:52
648,MakeTicket,Dian,complete,,E,8194,,,,,1970-01-06,6:59
833,Survey,Edd,complete,,,,TRUE,240,1,,1970-01-05,23:45
58,ReadyInformClient,System,complete,,,,,,,TRUE,1970-01-13,21:07
234,MakeTicket,Dian,complete,,E,899,,,,,1970-01-05,21:57
354,RepairReady,System,complete,,,,,,,TRUE,1970-01-07,8:27
333,ArrangeSurvey,Dian,complete,,,,,,,,1970-01-08,2:47
857,MakeTicket,Monica,start,,,,,,,,1970-01-04,23:49
189,InformClientSurvey,System,complete,,,,,,,,1970-01-03,19:35
791,ReadyInformClient,System,complete,,,,,,,TRUE,1970-01-06,22:56
546,TicketReady,System,complete,,,,,,,,1970-01-10,23:23
925,InternRepair,Edd,complete,,,,,,,,1970-01-07,19:20
730,Survey,Edd,complete,,,,TRUE,220,2,,1970-01-12,6:55
727,FirstContact,Dian,complete,Web,,,,,,,1970-01-03,20:40
301,ArrangeSurvey,Monica,complete,,,,,,,,1970-01-04,14:06
198,InformClientSurvey,System,complete,,,,,,,,1970-01-01,9:18
666,ArrangeSurvey,Monica,complete,,,,,,,,1970-01-06,12:22
741,FirstContact,Dian,complete,Letter,,,,,,,1970-01-06,17:47
241,FirstContact,Dian,complete,Web,,,,,,,1970-01-04,4:00
877,Survey,Barbara,complete,,,,TRUE,120,1,,1970-01-02,3:03
289,ReadyInformClient,System,complete,,,,,,,TRUE,1970-01-10,6:02
262,ImmediateRepair,Barbara,complete,,,,,,,,1970-01-12,8:19
965,InformClientSurvey,System,complete,,,,,,,,1970-01-04,7:39
738,ArrangeSurvey,Dian,complete,,,,,,,,1970-01-08,1:23
547,MakeTicket,Dian,complete,,E,1779,,,,,1970-01-01,17:59
775,InternRepair,Anne,start,,,,,,,,1970-01-06,12:31
99,SendTicketToFinAdmin,System,complete,,,,,,,,1970-01-06,0:35
417,InternRepair,Barbara,start,,,,,,,,1970-01-04,20:50
781,RepairReady,System,complete,,,,,,,TRUE,1970-01-02,2:55
501,ReadyInformClient,System,complete,,,,,,,TRUE,1970-01-09,8:43
426,Survey,Paul,start,,,,,,,,1970-01-09,11:29
37,InformClientSurvey,System,complete,,,,,,,,1970-01-07,1:08
458,ExternRepair,DoIt,start,,,,,,,,1970-01-07,13:20
625,Survey,Cindy,complete,,,,TRUE,240,1,,1970-01-07,6:50
923,InternRepair,Nick,start,,,,,,,,1970-01-03,22:01
960,MakeTicket,Dian,complete,,B,2566,,,,,1970-01-03,2:36
791,ArrangeSurvey,Dian,start,,,,,,,,1970-01-03,8:05
32,ExternRepair,FixIt,start,,,,,,,,1970-01-14,10:58
73,MakeTicket,Dian,start,,,,,,,,1970-01-07,17:13
262,SendTicketToFinAdmin,System,complete,,,,,,,,1970-01-12,10:45
969,InternRepair,Cindy,start,,,,,,,,1970-01-15,23:03
589,ImmediateRepair,Anne,start,,,,,,,,1970-01-09,11:26
271,MakeTicket,Dian,complete,,P,4527,,,,,1970-01-03,15:01
317,RepairReady,System,complete,,,,,,,TRUE,1970-01-03,3:15
824,FirstContact,Monica,complete,Phone,,,,,,,1970-01-06,1:38
425,ReadyInformClient,System,complete,,,,,,,TRUE,1970-01-02,23:54
359,InternRepair,Edd,start,,,,,,,,1970-01-11,2:35
172,FirstContact,Monica,complete,Personal,,,,,,,1970-01-02,4:43
890,InternRepair,Edd,complete,,,,,,,,1970-01-20,5:05
899,MakeTicket,Dian,complete,,E,2885,,,,,1970-01-02,1:31
910,ArrangeSurvey,Dian,complete,,,,,,,,1970-01-07,9:15
260,MakeTicket,Monica,complete,,P,6101,,,,,1970-01-04,4:34
116,MakeTicket,Monica,start,,,,,,,,1970-01-02,17:32
232,ReadyInformClient,System,complete,,,,,,,TRUE,1970-01-08,2:59
410,Survey,Jacky,start,,,,,,,,1970-01-02,23:28
214,ArrangeSurvey,Monica,start,,,,,,,,1970-01-03,15:22
950,TicketReady,System,complete,,,,,,,,1970-01-17,2:50
645,ImmediateRepair,Anne,complete,,,,,,,,1970-01-05,20:31
537,RepairReady,System,complete,,,,,,,TRUE,1970-01-08,7:51
637,Survey,Anne,start,,,,,,,,1970-01-02,19:19
789,ReadyInformClient,System,complete,,,,,,,TRUE,1970-01-03,14:16
917,Survey,Paul,complete,,,,TRUE,240,1,,1970-01-02,0:52
178,RepairReady,System,complete,,,,,,,TRUE,1970-01-02,8:42
911,RepairReady,System,complete,,,,,,,TRUE,1970-01-05,19:50
847,MakeTicket,Monica,start,,,,,,,,1970-01-08,5:30
658,FirstContact,Dian,complete,Personal,,,,,,,1970-01-05,2:18
95,InformClientSurvey,System,complete,,,,,,,,1970-01-07,14:40
421,ImmediateRepair,Anne,start,,,,,,,,1970-01-02,8:26
161,Survey,Cindy,start,,,,,,,,1970-01-01,16:50
432,ReadyInformClient,System,complete,,,,,,,TRUE,1970-01-11,16:36
121,FirstContact,Monica,complete,Personal,,,,,,,1970-01-04,18:59
452,FirstContact,Monica,complete,Web,,,,,,,1970-01-01,15:34
938,MakeTicket,Monica,start,,,,,,,,1970-01-02,20:21
867,InformClientSurvey,System,complete,,,,,,,,1970-01-06,11:23
973,ArrangeSurvey,Monica,start,,,,,,,,1970-01-06,12:10
611,MakeTicket,Monica,complete,,E,6401,,,,,1970-01-03,23:21
831,SendTicketToFinAdmin,System,complete,,,,,,,,1970-01-10,17:58
216,ArrangeSurvey,Monica,complete,,,,,,,,1970-01-02,0:45
466,MakeTicket,Dian,complete,,P,8076,,,,,1970-01-06,17:11
227,RepairReady,System,complete,,,,,,,TRUE,1970-01-11,2:21
928,ReadyInformClient,System,complete,,,,,,,TRUE,1970-01-14,18:19
939,InformClientSurvey,System,complete,,,,,,,,1970-01-04,19:28
258,SendTicketToFinAdmin,System,complete,,,,,,,,1970-01-17,8:23
847,FirstContact,Monica,complete,Web,,,,,,,1970-01-08,5:30
650,RepairReady,System,complete,,,,,,,TRUE,1970-01-14,9:04
958,MakeTicket,Dian,start,,,,,,,,1970-01-02,9:43
961,FirstContact,Dian,complete,Web,,,,,,,1970-01-07,16:40
87,ArrangeSurvey,Dian,start,,,,,,,,1970-01-02,21:05
699,ExternRepair,FixIt,start,,,,,,,,1970-01-13,8:22
297,FirstContact,Monica,complete,Phone,,,,,,,1970-01-02,16:13
806,MakeTicket,Monica,start,,,,,,,,1970-01-01,21:53
757,InternRepair,John,start,,,,,,,,1970-01-09,1:40
467,Survey,Ben,complete,,,,FALSE,480,4,,1970-01-06,23:19
404,ArrangeSurvey,Monica,start,,,,,,,,1970-01-06,4:46
725,FirstContact,Monica,complete,Web,,,,,,,1970-01-06,23:26
601,ExternRepair,DoIt,start,,,,,,,,1970-01-12,1:19
302,Survey,Barbara,start,,,,,,,,1970-01-05,23:31
167,RepairReady,System,complete,,,,,,,TRUE,1970-01-04,9:25
570,ReadyInformClient,System,complete,,,,,,,TRUE,1970-01-01,22:36
500,InternRepair,Cindy,complete,,,,,,,,1970-01-15,3:15
780,FirstContact,Monica,complete,Web,,,,,,,1970-01-03,18:55
59,MakeTicket,Monica,start,,,,,,,,1970-01-05,5:31
150,ArrangeSurvey,Dian,complete,,,,,,,,1970-01-04,20:35
369,FirstContact,Dian,complete,Web,,,,,,,1970-01-04,15:10
170,FirstContact,Dian,complete,Letter,,,,,,,1970-01-06,20:45
698,Survey,Anne,start,,,,,,,,1970-01-01,21:16
518,MakeTicket,Dian,start,,,,,,,,1970-01-07,21:29
798,ImmediateRepair,Anne,start,,,,,,,,1970-01-13,1:17
754,MakeTicket,Dian,complete,,B,1058,,,,,1970-01-08,0:43
149,InternRepair,Edd,start,,,,,,,,1970-01-17,12:15
549,Survey,Anne,complete,,,,TRUE,120,1,,1970-01-13,6:43
856,ReadyInformClient,System,complete,,,,,,,TRUE,1970-01-17,17:51
9,ImmediateRepair,Anne,start,,,,,,,,1970-01-03,21:25
391,ArrangeSurvey,Dian,complete,,,,,,,,1970-01-06,15:24
53,ReadyInformClient,System,complete,,,,,,,TRUE,1970-01-04,10:08
78,TicketReady,System,complete,,,,,,,,1970-01-09,20:21
254,MakeTicket,Monica,start,,,,,,,,1970-01-07,22:50
311,ImmediateRepair,Barbara,start,,,,,,,,1970-01-10,17:22
544,Survey,Jacky,complete,,,,TRUE,120,1,,1970-01-05,16:12
591,RepairReady,System,complete,,,,,,,TRUE,1970-01-12,14:52
303,InternRepair,Cindy,complete,,,,,,,,1970-01-19,7:07
448,MakeTicket,Dian,start,,,,,,,,1970-01-03,9:09
605,InternRepair,Ben,start,,,,,,,,1970-01-01,15:05
65,ReadyInformClient,System,complete,,,,,,,TRUE,1970-01-04,4:21
728,TicketReady,System,complete,,,,,,,,1970-01-08,19:52
833,ArrangeSurvey,Monica,complete,,,,,,,,1970-01-02,20:56
624,InformClientSurvey,System,complete,,,,,,,,1970-01-01,18:24
645,InternRepair,Anne,complete,,,,,,,,1970-01-05,22:19
538,Survey,Anne,start,,,,,,,,1970-01-04,3:36
186,MakeTicket,Monica,start,,,,,,,,1970-01-05,7:55
118,SendTicketToFinAdmin,System,complete,,,,,,,,1970-01-07,14:39
506,ReadyInformClient,System,complete,,,,,,,TRUE,1970-01-05,9:31
724,InformClientSurvey,System,complete,,,,,,,,1970-01-04,9:14
687,RepairReady,System,complete,,,,,,,TRUE,1970-01-03,10:51
913,FirstContact,Dian,complete,Web,,,,,,,1970-01-02,13:56
133,RepairReady,System,complete,,,,,,,TRUE,1970-01-04,18:35
171,TicketReady,System,complete,,,,,,,,1970-01-12,13:36
180,FirstContact,Dian,complete,Web,,,,,,,,
717,MakeTicket,Dian,complete,,E,2931,,,,,1970-01-05,19:45
420,TicketReady,System,complete,,,,,,,,1970-01-04,16:54
675,InformClientSurvey,System,complete,,,,,,,,1970-01-01,11:40
535,ArrangeSurvey,Monica,start,,,,,,,,1970-01-02,14:01
742,ReadyInformClient,System,complete,,,,,,,TRUE,1970-01-09,9:07
598,Survey,Eric,start,,,,,,,,1970-01-07,3:15
272,ImmediateRepair,Jacky,start,,,,,,,,1970-01-07,15:31
144,RepairReady,System,complete,,,,,,,TRUE,1970-01-14,14:57
307,MakeTicket,Dian,start,,,,,,,,1970-01-02,13:50
398,SendTicketToFinAdmin,System,complete,,,,,,,,1970-01-19,23:04
636,SendTicketToFinAdmin,System,complete,,,,,,,,1970-01-02,22:34
18,FirstContact,Monica,complete,Phone,,,,,,,1970-01-08,6:17
581,SendTicketToFinAdmin,System,complete,,,,,,,,1970-01-02,5:22
616,FirstContact,Monica,complete,Personal,,,,,,,1970-01-05,22:13
860,ImmediateRepair,Jacky,complete,,,,,,,,1970-01-13,20:40
224,InformClientSurvey,System,complete,,,,,,,,1970-01-06,3:17
274,RepairReady,System,complete,,,,,,,TRUE,1970-01-11,2:00
68,Survey,Jacky,start,,,,,,,,1970-01-07,17:31
376,ArrangeSurvey,Monica,complete,,,,,,,,1970-01-01,20:04
759,Survey,Barbara,start,,,,,,,,1970-01-08,22:23
112,FirstContact,Dian,complete,Web,,,,,,,1970-01-07,23:46
418,InformClientSurvey,System,complete,,,,,,,,1970-01-07,10:28
810,ArrangeSurvey,Dian,complete,,,,,,,,1970-01-08,11:45
458,InformClientSurvey,System,complete,,,,,,,,1970-01-07,9:15
642,InternRepair,Cindy,start,,,,,,,,1970-01-16,6:31
956,InformClientSurvey,System,complete,,,,,,,,1970-01-07,20:16
447,MakeTicket,Monica,complete,,P,5397,,,,,1970-01-04,22:22
122,MakeTicket,Monica,start,,,,,,,,1970-01-07,21:53
241,SendTicketToFinAdmin,System,complete,,,,,,,,1970-01-09,9:00
819,Survey,Anne,start,,,,,,,,1970-01-04,2:15
510,InternRepair,John,complete,,,,,,,,1970-01-03,10:01
297,SendTicketToFinAdmin,System,complete,,,,,,,,1970-01-03,0:14
58,Survey,Anne,complete,,,,TRUE,120,1,,1970-01-13,18:37
261,FirstContact,Monica,complete,Web,,,,,,,1970-01-06,14:59
616,ExternRepair,FixIt,start,,,,,,,,1970-01-06,2:41
172,TicketReady,System,complete,,,,,,,,1970-01-09,2:33
130,ImmediateRepair,Anne,complete,,,,,,,,1970-01-07,0:17
468,MakeTicket,Dian,complete,,P,8576,,,,,1970-01-02,11:22
895,ImmediateRepair,Barbara,start,,,,,,,,1970-01-07,0:22
177,ReadyInformClient,System,complete,,,,,,,TRUE,1970-01-13,3:04
754,Survey,Ben,start,,,,,,,,1970-01-08,0:45
85,ArrangeSurvey,Dian,complete,,,,,,,,1970-01-07,6:25
776,Survey,Eric,complete,,,,TRUE,240,2,,1970-01-03,14:06
406,TicketReady,System,complete,,,,,,,,1970-01-10,7:03
442,ArrangeSurvey,Monica,start,,,,,,,,1970-01-03,7:48
877,MakeTicket,Monica,complete,,P,5958,,,,,1970-01-02,1:22
745,MakeTicket,Dian,start,,,,,,,,1970-01-02,21:23
229,MakeTicket,Monica,complete,,P,6500,,,,,1970-01-05,19:17
945,TicketReady,System,complete,,,,,,,,1970-01-14,2:26
899,Survey,John,start,,,,,,,,1970-01-02,7:21
650,FirstContact,Monica,complete,Letter,,,,,,,1970-01-06,16:08
666,ReadyInformClient,System,complete,,,,,,,TRUE,1970-01-14,1:59
409,MakeTicket,Dian,start,,,,,,,,1970-01-04,13:53
279,InternRepair,Cindy,start,,,,,,,,1970-01-03,6:44
977,InformClientSurvey,System,complete,,,,,,,,1970-01-02,20:03
27,MakeTicket,Dian,complete,,P,9709,,,,,1970-01-06,1:37
254,FirstContact,Monica,complete,Letter,,,,,,,1970-01-07,22:50
939,TicketReady,System,complete,,,,,,,,1970-01-18,11:30
600,RepairReady,System,complete,,,,,,,TRUE,1970-01-06,1:16
518,ImmediateRepair,Anne,complete,,,,,,,,1970-01-09,22:16
814,FirstContact,Dian,complete,Web,,,,,,,1970-01-03,11:34
18,ExternRepair,DoIt,start,,,,,,,,1970-01-14,3:12
783,FirstContact,Dian,complete,Web,,,,,,,1970-01-01,13:51
758,MakeTicket,Monica,start,,,,,,,,1970-01-07,17:54
251,Survey,Paul,complete,,,,TRUE,220,2,,1970-01-11,17:32
580,InternRepair,Edd,complete,,,,,,,,1970-01-19,2:05
813,ReadyInformClient,System,complete,,,,,,,TRUE,1970-01-06,7:44
591,TicketReady,System,complete,,,,,,,,1970-01-12,17:37
344,MakeTicket,Dian,start,,,,,,,,1970-01-08,0:10
119,ReadyInformClient,System,complete,,,,,,,TRUE,1970-01-16,0:23
272,MakeTicket,Dian,complete,,P,538,,,,,1970-01-07,9:02
658,ArrangeSurvey,Dian,complete,,,,,,,,1970-01-05,2:24
786,SendTicketToFinAdmin,System,complete,,,,,,,,1970-01-03,21:33
634,InternRepair,Barbara,complete,,,,,,,,1970-01-02,10:32
484,RepairReady,System,complete,,,,,,,TRUE,1970-01-12,10:05
410,Survey,Jacky,complete,,,,TRUE,120,1,,1970-01-03,0:19
327,ReadyInformClient,System,complete,,,,,,,TRUE,1970-01-03,10:29
323,InternRepair,Nick,start,,,,,,,,1970-01-05,19:01
793,InternRepair,Cindy,start,,,,,,,,1970-01-12,20:14
945,Survey,Anne,complete,,,,TRUE,120,3,,1970-01-13,16:36
924,RepairReady,System,complete,,,,,,,TRUE,1970-01-12,5:07
376,InformClientSurvey,System,complete,,,,,,,,1970-01-01,20:04
290,Survey,Jacky,complete,,,,TRUE,120,1,,1970-01-04,17:41
626,ImmediateRepair,Jacky,complete,,,,,,,,1970-01-03,18:13
94,ReadyInformClient,System,complete,,,,,,,TRUE,1970-01-11,12:51
505,FirstContact,Monica,complete,Web,,,,,,,1970-01-07,15:04
971,ReadyInformClient,System,complete,,,,,,,TRUE,1970-01-04,1:45
436,ArrangeSurvey,Monica,start,,,,,,,,1970-01-08,2:55
286,InformClientSurvey,System,complete,,,,,,,,1970-01-02,8:31
552,MakeTicket,Monica,complete,,B,3763,,,,,1970-01-06,4:25
91,Survey,Edd,complete,,,,TRUE,240,1,,1970-01-04,2:51
88,Survey,Nick,start,,,,,,,,1970-01-08,1:06
520,Survey,Jacky,complete,,,,TRUE,120,3,,1970-01-13,13:37
748,InternRepair,Edd,complete,,,,,,,,1970-01-09,22:56
5,Survey,Anne,start,,,,,,,,1970-01-09,22:35
791,Survey,Cindy,complete,,,,TRUE,240,1,,1970-01-06,1:55
801,ReadyInformClient,System,complete,,,,,,,TRUE,1970-01-13,0:17
174,ArrangeSurvey,Monica,start,,,,,,,,1970-01-07,16:23
77,InternRepair,Eric,start,,,,,,,,1970-01-06,7:32
300,Survey,John,complete,,,,TRUE,240,1,,1970-01-05,5:28
358,ArrangeSurvey,Dian,complete,,,,,,,,1970-01-06,1:05
582,InternRepair,Paul,start,,,,,,,,1970-01-19,6:01
245,ReadyInformClient,System,complete,,,,,,,TRUE,1970-01-04,16:33
818,TicketReady,System,complete,,,,,,,,1970-01-06,1:07
846,Survey,John,start,,,,,,,,1970-01-03,1:59
729,ExternRepair,DoIt,start,,,,,,,,1970-01-11,13:35
253,Survey,Cindy,start,,,,,,,,1970-01-03,15:44
178,MakeTicket,Monica,complete,,B,6475,,,,,1970-01-01,18:28
870,RepairReady,System,complete,,,,,,,TRUE,1970-01-14,14:33
913,MakeTicket,Dian,start,,,,,,,,1970-01-02,13:56
478,TicketReady,System,complete,,,,,,,,1970-01-12,19:06
360,InformClientSurvey,System,complete,,,,,,,,1970-01-08,3:20
336,ReadyInformClient,System,complete,,,,,,,TRUE,1970-01-03,7:01
923,MakeTicket,Monica,complete,,B,189,,,,,1970-01-03,21:31
303,ReadyInformClient,System,complete,,,,,,,TRUE,1970-01-19,8:53
619,InformClientSurvey,System,complete,,,,,,,,1970-01-03,22:51
436,RepairReady,System,complete,,,,,,,TRUE,1970-01-08,6:25
316,TicketReady,System,complete,,,,,,,,1970-01-05,17:21
289,InformClientSurvey,System,complete,,,,,,,,1970-01-04,14:57
527,ReadyInformClient,System,complete,,,,,,,TRUE,1970-01-02,16:16
767,Survey,Anne,start,,,,,,,,1970-01-09,4:08
268,ImmediateRepair,Anne,start,,,,,,,,1970-01-11,19:39
978,TicketReady,System,complete,,,,,,,,1970-01-07,7:13
993,TicketReady,System,complete,,,,,,,,1970-01-12,0:11
635,InternRepair,Cindy,start,,,,,,,,1970-01-20,1:01
31,Survey,Barbara,complete,,,,TRUE,120,1,,1970-01-03,17:42
591,InformClientSurvey,System,complete,,,,,,,,1970-01-07,18:08
687,MakeTicket,Monica,complete,,B,1796,,,,,1970-01-03,8:06
111,TicketReady,System,complete,,,,,,,,1970-01-20,10:33
875,MakeTicket,Monica,start,,,,,,,,1970-01-05,7:11
109,ArrangeSurvey,Dian,start,,,,,,,,1970-01-07,7:43
607,Survey,Anne,complete,,,,TRUE,120,1,,1970-01-07,22:36
712,RepairReady,System,complete,,,,,,,TRUE,1970-01-07,2:02
220,Survey,Paul,start,,,,,,,,1970-01-13,20:23
115,ArrangeSurvey,Dian,complete,,,,,,,,1970-01-06,3:27
308,Survey,John,complete,,,,TRUE,240,1,,1970-01-11,6:43
440,MakeTicket,Monica,start,,,,,,,,1970-01-03,23:03
569,ReadyInformClient,System,complete,,,,,,,TRUE,1970-01-14,7:11
936,SendTicketToFinAdmin,System,complete,,,,,,,,1970-01-07,2:24
895,ArrangeSurvey,Monica,complete,,,,,,,,1970-01-05,10:17
404,InformClientSurvey,System,complete,,,,,,,,1970-01-06,9:12
981,ImmediateRepair,Anne,start,,,,,,,,1970-01-02,10:16
711,MakeTicket,Monica,start,,,,,,,,1970-01-04,1:41
490,RepairReady,System,complete,,,,,,,TRUE,1970-01-03,15:33
806,ExternRepair,DoIt,start,,,,,,,,1970-01-02,0:58
446,FirstContact,Monica,complete,Web,,,,,,,1970-01-05,4:36
787,RepairReady,System,complete,,,,,,,TRUE,1970-01-03,17:12
339,SendTicketToFinAdmin,System,complete,,,,,,,,1970-01-04,3:48
184,ImmediateRepair,Barbara,complete,,,,,,,,1970-01-09,7:26
62,ArrangeSurvey,Monica,complete,,,,,,,,1970-01-07,18:12
690,InformClientSurvey,System,complete,,,,,,,,1970-01-06,1:15
296,InformClientWrongPlace,Dian,complete,,,,,,,,1970-01-01,22:56
657,InternRepair,John,start,,,,,,,,1970-01-16,9:25
598,ArrangeSurvey,Dian,start,,,,,,,,1970-01-07,0:30
33,ImmediateRepair,Jacky,start,,,,,,,,1970-01-05,1:33
791,FirstContact,Dian,complete,Letter,,,,,,,1970-01-03,7:57
75,ImmediateRepair,Anne,start,,,,,,,,1970-01-11,4:12
316,Survey,John,start,,,,,,,,1970-01-05,3:54
414,ReadyInformClient,System,complete,,,,,,,TRUE,1970-01-12,21:53
999,ReadyInformClient,System,complete,,,,,,,TRUE,1970-01-07,13:11
345,ReadyInformClient,System,complete,,,,,,,TRUE,1970-01-13,15:45
919,Survey,Barbara,start,,,,,,,,1970-01-14,11:23
689,ImmediateRepair,Jacky,complete,,,,,,,,1970-01-05,9:04
25,ReadyInformClient,System,complete,,,,,,,TRUE,1970-01-03,4:54
606,Survey,Anne,start,,,,,,,,1970-01-08,10:30
568,SendTicketToFinAdmin,System,complete,,,,,,,,1970-01-09,11:56
975,MakeTicket,Monica,start,,,,,,,,1970-01-05,7:47
135,ArrangeSurvey,Monica,complete,,,,,,,,1970-01-05,6:30
361,ReadyInformClient,System,complete,,,,,,,TRUE,1970-01-05,17:51
778,SendTicketToFinAdmin,System,complete,,,,,,,,1970-01-18,16:25
155,ArrangeSurvey,Monica,complete,,,,,,,,1970-01-02,7:18
372,ReadyInformClient,System,complete,,,,,,,TRUE,1970-01-02,20:54
601,TicketReady,System,complete,,,,,,,,1970-01-12,8:43
424,SendTicketToFinAdmin,System,complete,,,,,,,,1970-01-12,18:57
62,SendTicketToFinAdmin,System,complete,,,,,,,,1970-01-08,0:21
699,SendTicketToFinAdmin,System,complete,,,,,,,,1970-01-13,18:53
512,MakeTicket,Monica,complete,,P,4136,,,,,1970-01-07,7:06
523,ReadyInformClient,System,complete,,,,,,,TRUE,1970-01-10,3:43
20,RepairReady,System,complete,,,,,,,TRUE,1970-01-12,10:48
229,TicketReady,System,complete,,,,,,,,1970-01-08,16:29
605,InternRepair,Ben,complete,,,,,,,,1970-01-01,18:17
534,FirstContact,Dian,complete,Web,,,,,,,1970-01-03,5:55
432,MakeTicket,Dian,complete,,E,6103,,,,,1970-01-04,2:52
828,Survey,Barbara,complete,,,,TRUE,120,3,,1970-01-09,23:50
484,MakeTicket,Monica,start,,,,,,,,1970-01-04,14:43
282,InformClientSurvey,System,complete,,,,,,,,1970-01-01,21:43
292,TicketReady,System,complete,,,,,,,,1970-01-05,5:55
433,RepairReady,System,complete,,,,,,,TRUE,1970-01-04,5:22
925,Survey,Edd,complete,,,,TRUE,220,2,,1970-01-06,22:44
578,FirstContact,Monica,complete,Personal,,,,,,,1970-01-02,15:56
74,InformClientSurvey,System,complete,,,,,,,,1970-01-03,6:03
892,ReadyInformClient,System,complete,,,,,,,TRUE,1970-01-03,9:00
25,MakeTicket,Dian,start,,,,,,,,1970-01-02,7:46
22,SendTicketToFinAdmin,System,complete,,,,,,,,1970-01-08,8:18
991,ArrangeSurvey,Monica,start,,,,,,,,1970-01-07,22:31
837,InformClientSurvey,System,complete,,,,,,,,1970-01-02,2:34
256,ArrangeSurvey,Monica,complete,,,,,,,,1970-01-07,22:24
687,InternRepair,Lex,start,,,,,,,,1970-01-03,8:27
85,ReadyInformClient,System,complete,,,,,,,TRUE,1970-01-11,16:11
855,MakeTicket,Monica,complete,,E,2179,,,,,1970-01-05,0:13
492,Survey,Barbara,start,,,,,,,,1970-01-09,15:07
56,MakeTicket,Dian,complete,,E,8796,,,,,1970-01-06,7:35
913,Survey,Anne,start,,,,,,,,1970-01-03,22:20
682,Survey,Barbara,complete,,,,FALSE,360,4,,1970-01-07,16:45
570,MakeTicket,Dian,complete,,B,437,,,,,1970-01-01,18:21
988,FirstContact,Dian,complete,Web,,,,,,,1970-01-03,11:13
272,InformClientSurvey,System,complete,,,,,,,,1970-01-07,9:07
520,ImmediateRepair,Jacky,start,,,,,,,,1970-01-13,13:37
284,MakeTicket,Monica,complete,,E,6998,,,,,1970-01-06,5:19
848,Survey,John,complete,,,,TRUE,220,2,,1970-01-02,2:13
39,ArrangeSurvey,Dian,start,,,,,,,,1970-01-05,18:02
822,FirstContact,Monica,complete,Personal,,,,,,,1970-01-05,4:26
566,ArrangeSurvey,Dian,complete,,,,,,,,1970-01-04,8:59
193,MakeTicket,Monica,start,,,,,,,,1970-01-02,10:14
651,MakeTicket,Monica,start,,,,,,,,1970-01-04,9:55
704,Survey,Jacky,start,,,,,,,,1970-01-12,23:28
261,MakeTicket,Monica,start,,,,,,,,1970-01-06,14:59
115,TicketReady,System,complete,,,,,,,,1970-01-10,7:50
620,InformClientSurvey,System,complete,,,,,,,,1970-01-04,6:00
291,FirstContact,Monica,complete,Phone,,,,,,,1970-01-06,19:59
415,Survey,Anne,complete,,,,FALSE,360,4,,1970-01-12,6:01
681,RepairReady,System,complete,,,,,,,TRUE,1970-01-19,6:01
924,MakeTicket,Dian,complete,,P,1569,,,,,1970-01-07,16:24
315,Survey,Barbara,start,,,,,,,,1970-01-10,22:38
502,RepairReady,System,complete,,,,,,,TRUE,1970-01-01,12:59
305,ImmediateRepair,Lex,complete,,,,,,,,1970-01-04,11:34
619,ReadyInformClient,System,complete,,,,,,,TRUE,1970-01-10,12:41
45,InformClientSurvey,System,complete,,,,,,,,1970-01-05,7:25
877,ImmediateRepair,Barbara,complete,,,,,,,,1970-01-02,5:15
48,ArrangeSurvey,Monica,complete,,,,,,,,1970-01-08,7:01
933,ArrangeSurvey,Dian,complete,,,,,,,,1970-01-07,19:39
166,FirstContact,Monica,complete,Letter,,,,,,,1970-01-04,12:13
529,InformClientSurvey,System,complete,,,,,,,,1970-01-03,5:43
114,Survey,Anne,start,,,,,,,,1970-01-13,18:48
180,TicketReady,System,complete,,,,,,,,1970-01-02,3:06
260,ArrangeSurvey,Monica,complete,,,,,,,,1970-01-04,4:37
463,ArrangeSurvey,Monica,complete,,,,,,,,1970-01-02,15:37
937,SendTicketToFinAdmin,System,complete,,,,,,,,1970-01-04,1:43
